Date Time,HighRange,temp,Specific Conductance.factory.calibration (μS/cm),Salinity.factory.calibration (ppt)
06/03/23 11:20:00.000,30612.2,21.59,32817.4095722294,20.5024114719672
06/03/23 11:30:00.000,30574.6,21.6,32770.3108720364,20.4699618615462
06/03/23 11:40:00.000,30599.7,21.62,32783.4791047546,20.4790337564879
06/03/23 11:50:00.000,30627.3,21.62,32813.007778713,20.4993785025322
06/03/23 12:00:00.000,30602.2,21.64,32772.4655260127,20.4714462183223
06/03/23 12:10:00.000,30614.7,21.63,32792.6792341219,20.4853722239183
06/03/23 12:20:00.000,30584.6,21.66,32739.9723010982,20.4490627849114
06/03/23 12:30:00.000,30569.6,21.62,32751.2756611564,20.4568489332746
06/03/23 12:40:00.000,30602.2,21.62,32786.1538060441,20.480876478558
06/03/23 12:50:00.000,30557.1,21.55,32785.8175651026,20.4806448259392
06/03/23 13:00:00.000,30524.7,21.49,32792.2250179395,20.4850592842079
06/03/23 13:10:00.000,30492.3,21.45,32784.9022231944,20.4800142043139
06/03/23 13:20:00.000,30514.7,21.45,32808.9512337509,20.4965834680249
06/03/23 13:30:00.000,30512.2,21.5,32771.958987144,20.471097258843
06/03/23 13:40:00.000,30524.7,21.53,32764.8011478679,20.4661662318781
06/03/23 13:50:00.000,30509.7,21.53,32748.7232728354,20.4550907278489
06/03/23 14:00:00.000,30499.8,21.54,32731.2673647253,20.4430667661506
06/03/23 14:10:00.000,30497.3,21.54,32728.5882632039,20.4412214258627
06/03/23 14:20:00.000,30474.9,21.53,32711.4225297257,20.4293983066941
06/03/23 14:30:00.000,30487.3,21.52,32731.5577686374,20.4432667948848
06/03/23 14:40:00.000,30482.3,21.49,32746.7409512579,20.4537252239095
06/03/23 14:50:00.000,30460,21.43,32763.941505829,20.4655740351842
06/03/23 15:00:00.000,30447.5,21.39,32777.967983351,20.4752369603513
06/03/23 15:10:00.000,30437.6,21.41,32753.5994739324,20.458449701012
06/03/23 15:20:00.000,30445.1,21.39,32775.3881213441,20.4734596363253
06/03/23 15:30:00.000,30427.7,21.38,32763.5488274559,20.4653035246347
06/03/23 15:40:00.000,30432.6,21.37,32775.6853452462,20.4736643994955
06/03/23 15:50:00.000,30405.4,21.32,32780.7821020876,20.4771756903484
06/03/23 16:00:00.000,30390.5,21.31,32771.6157814015,20.4708608215289
06/03/23 16:10:00.000,30375.7,21.29,32769.4279267267,20.4693535978769
06/03/23 16:20:00.000,30323.8,21.28,32720.3892757371,20.4355741646949
06/03/23 16:30:00.000,30331.2,21.27,32735.2318551058,20.4457975073903
06/03/23 16:40:00.000,30343.6,21.27,32748.5941271032,20.4550017666658
06/03/23 16:50:00.000,30321.4,21.24,32745.2891837765,20.4527251942738
06/03/23 17:00:00.000,30346,21.24,32771.814557509,20.4709977600159
06/03/23 17:10:00.000,30351,21.23,32784.0898962453,20.4794545564582
06/03/23 17:20:00.000,30309.1,21.22,32745.7783447777,20.4530621452962
06/03/23 17:30:00.000,30277.1,21.18,32738.7638773789,20.448230401787
06/03/23 17:40:00.000,30299.2,21.16,32776.3996238759,20.474156480574
06/03/23 17:50:00.000,30223.1,20.9,32873.7477091632,20.5412349642045
06/03/23 18:00:00.000,30237.8,20.84,32931.3962528848,20.5809707004792
06/03/23 18:10:00.000,30196.2,20.8,32913.9713841004,20.5689591797738
06/03/23 18:20:00.000,30225.5,20.81,32938.891802613,20.5861378852115
06/03/23 18:30:00.000,30267.2,20.75,33026.11509242,20.6462783269473
06/03/23 18:40:00.000,30277.1,20.74,33043.8857436237,20.6585338023551
06/03/23 18:50:00.000,30284.5,20.73,33058.9391439928,20.6689160261641
06/03/23 19:00:00.000,30247.6,20.71,33032.7040427624,20.6508222732421
06/03/23 19:10:00.000,30250.1,20.68,33056.4102903195,20.6671718493021
06/03/23 19:20:00.000,30252.5,20.68,33059.0282145264,20.6689774593705
06/03/23 19:30:00.000,30245.2,20.68,33051.0653597849,20.6634854536817
06/03/23 19:40:00.000,30237.8,20.66,33056.9875338748,20.6675699786496
06/03/23 19:50:00.000,30215.7,20.63,33053.8655407645,20.6654167269673
06/03/23 20:00:00.000,30188.8,20.61,33038.4891628302,20.6548119733197
06/03/23 20:10:00.000,30179,20.59,33041.7859388912,20.6570856323279
06/03/23 20:20:00.000,30140,20.48,33076.2573904339,20.6808610834663
06/03/23 20:30:00.000,30154.6,20.45,33113.3368910179,20.7064390581907
06/03/23 20:40:00.000,30154.6,20.45,33113.3368910179,20.7064390581907
06/03/23 20:50:00.000,30135.1,20.47,33077.9124109291,20.6820026584089
06/03/23 21:00:00.000,30166.8,20.43,33140.784754779,20.7253754699724
06/03/23 21:10:00.000,30188.8,20.43,33164.9073231506,20.7420194853946
06/03/23 21:20:00.000,30210.8,20.44,33181.9803973327,20.7538004964629
06/03/23 21:30:00.000,30205.9,20.36,33233.0654846481,20.7890558410423
06/03/23 21:40:00.000,30176.6,20.22,33299.9842177401,20.8352494953912
06/03/23 21:50:00.000,30191.3,20.12,33387.2898510131,20.8955349279675
06/03/23 22:00:00.000,30137.5,20.02,33399.1636740941,20.9037355681114
06/03/23 22:10:00.000,30159.5,19.97,33459.2373134185,20.9452313772298
06/03/23 22:20:00.000,30144.9,19.91,33486.0312984367,20.963742542871
06/03/23 22:30:00.000,30132.7,19.81,33544.2796288706,21.0039914830243
06/03/23 22:40:00.000,30149.7,19.76,33599.1642865978,21.0419248140051
06/03/23 22:50:00.000,30125.4,19.69,33622.6155315281,21.0581356145738
06/03/23 23:00:00.000,30144.9,19.64,33680.4809718731,21.098141964132
06/03/23 23:10:00.000,30137.5,19.53,33751.9734693313,21.1475824985043
06/03/23 23:20:00.000,30103.4,19.47,33757.4531416528,21.1513725445296
06/03/23 23:30:00.000,30098.6,19.45,33766.6285167389,21.1577189309649
06/03/23 23:40:00.000,30113.2,19.42,33804.816560436,21.1841351967289
06/03/23 23:50:00.000,30091.3,19.34,33838.6252944353,21.2075254928831
06/04/23 00:00:00.000,30120.5,19.31,33893.3210990881,21.2453730608738
06/04/23 00:10:00.000,30103.4,19.29,33888.7576976483,21.2422150303815
06/04/23 00:20:00.000,30098.6,19.28,33890.685903414,21.2435494079279
06/04/23 00:30:00.000,30079.1,19.27,33876.0997070385,21.2334555688438
06/04/23 00:40:00.000,30091.3,19.27,33889.8058330162,21.242940370932
06/04/23 00:50:00.000,30091.3,19.27,33889.8058330162,21.242940370932
06/04/23 01:00:00.000,30091.3,19.27,33889.8058330162,21.242940370932
06/04/23 01:10:00.000,30062.1,19.29,33842.3786545041,21.2101224201838
06/04/23 01:20:00.000,30088.9,19.31,33857.8500295235,21.2208273847507
06/04/23 01:30:00.000,30103.4,19.33,33859.5054788634,21.2219728637819
06/04/23 01:40:00.000,30088.9,19.33,33843.2360426009,21.2107156473515
06/04/23 01:50:00.000,30059.7,19.33,33810.4726682008,21.1880481074307
06/04/23 02:00:00.000,30088.9,19.34,33835.9329878391,21.2056627262128
06/04/23 02:10:00.000,30115.6,19.37,33843.9724890609,21.2112251965824
06/04/23 02:20:00.000,30071.8,19.37,33794.8689823219,21.1772536508513
06/04/23 02:30:00.000,30079.1,19.34,33824.9393936093,21.1980566317526
06/04/23 02:40:00.000,30079.1,19.35,33817.6412807003,21.1930075007362
06/04/23 02:50:00.000,30064.6,19.37,33786.7971456428,21.171669909426
06/04/23 03:00:00.000,30064.6,19.38,33779.5103210856,21.1666293603639
06/04/23 03:10:00.000,30071.8,19.37,33794.8689823219,21.1772536508513
06/04/23 03:20:00.000,30071.8,19.38,33787.580456693,21.1722117616087
06/04/23 03:30:00.000,30071.8,19.39,33780.2945488589,21.1671718308044
06/04/23 03:40:00.000,30069.4,19.4,33770.3223466933,21.1602739304438
06/04/23 03:50:00.000,30076.7,19.43,33756.6634596709,21.1508263514195
06/04/23 04:00:00.000,29999.2,19.45,33655.3796921183,21.0807865825527
06/04/23 04:10:00.000,30047.6,19.48,33687.7713892248,21.1031829908511
06/04/23 04:20:00.000,30052.4,19.5,33678.6323127755,21.0968637151505
06/04/23 04:30:00.000,30040.3,19.49,33672.3539730877,21.09252264973
06/04/23 04:40:00.000,30023.4,19.48,33660.7037176676,21.0844675429797
06/04/23 04:50:00.000,30018.5,19.45,33676.9804323691,21.0957215361635
06/04/23 05:00:00.000,29979.8,19.45,33633.6669758351,21.0657755163504
06/04/23 05:10:00.000,30001.6,19.44,33665.3194785051,21.0876588824488
06/04/23 05:20:00.000,30023.4,19.43,33696.9847946278,21.1095538970196
06/04/23 05:30:00.000,30023.4,19.39,33726.0565869396,21.129658072999
06/04/23 05:40:00.000,30040.3,19.39,33744.9950883751,21.1427559831194
06/04/23 05:50:00.000,30033,19.38,33744.0913013859,21.1421308993464
06/04/23 06:00:00.000,30018.5,19.37,33735.1147859459,21.1359226193372
06/04/23 06:10:00.000,30004,19.37,33718.8588805816,21.1246803846918
06/04/23 06:20:00.000,29996.7,19.32,33747.0679876109,21.1441896654403
06/04/23 06:30:00.000,29999.2,19.31,33757.1607609378,21.1511703156637
06/04/23 06:40:00.000,29984.7,19.29,33755.459363725,21.1499935272074
06/04/23 06:50:00.000,29967.8,19.28,33743.7682333765,21.1419074572361
06/04/23 07:00:00.000,29965.3,19.26,33755.5418131897,21.1500505540215
06/04/23 07:10:00.000,29984.7,19.26,33777.341727655,21.1651292976339
06/04/23 07:20:00.000,29970.2,19.27,33753.7546766925,21.1488144713857
06/04/23 07:30:00.000,29962.9,19.27,33745.5533381854,21.1431420850741
06/04/23 07:40:00.000,17437.7,19.28,19656.3659437342,11.6937185679262
06/04/23 07:50:00.000,15095.6,19.29,17016.2416445412,9.99618999279089
06/04/23 08:00:00.000,14440.5,19.32,16268.1069469202,9.52003679044298
06/04/23 08:10:00.000,30011.2,19.31,33770.6309676349,21.1604874033693
06/04/23 08:20:00.000,30008.8,19.31,33767.9369280371,21.1586239466809
06/04/23 08:30:00.000,30011.2,19.31,33770.6309676349,21.1604874033693
06/04/23 08:40:00.000,29996.7,19.32,33747.0679876109,21.1441896654403
06/04/23 08:50:00.000,30025.8,19.31,33787.0196897645,21.1718238532293
06/04/23 09:00:00.000,30004,19.31,33762.5488462292,21.154897092024
06/04/23 09:10:00.000,30020.9,19.31,33781.5193688057,21.1680190735578
06/04/23 09:20:00.000,30013.7,19.32,33766.1467553133,21.1573857023435
06/04/23 09:30:00.000,30035.5,19.33,33783.3193635155,21.1692641886013
06/04/23 09:40:00.000,30025.8,19.33,33772.4355761636,21.1617356553375
06/04/23 09:50:00.000,30013.7,19.32,33766.1467553133,21.1573857023435
06/04/23 10:00:00.000,30004,19.33,33747.9750539511,21.1448170248134
06/04/23 10:10:00.000,30013.7,19.32,33766.1467553133,21.1573857023435
06/04/23 10:20:00.000,29989.5,19.31,33746.272327944,21.1436393607719
06/04/23 10:30:00.000,29984.7,19.28,33762.7508615909,21.1550368215367
06/04/23 10:40:00.000,29991.9,19.31,33748.9663745456,21.1455026600446
06/04/23 10:50:00.000,30016.1,19.29,33790.7213044683,21.1743844472079
06/04/23 11:00:00.000,30008.8,19.29,33782.523478097,21.1687136475907
06/04/23 11:10:00.000,30006.4,19.29,33779.8283005367,21.16684931469
06/04/23 11:20:00.000,30008.8,19.28,33789.8206881642,21.1737614418857
06/04/23 11:30:00.000,30004,19.26,33799.0292143415,21.1801315870081
06/04/23 11:40:00.000,29996.7,19.24,33805.4332455976,21.1845618168797
06/04/23 11:50:00.000,29994.3,19.21,33824.6638231411,21.1978659782187
06/04/23 12:00:00.000,29847.5,18.81,33952.7815008345,21.28652698387
06/04/23 12:10:00.000,29826,18.66,34039.3793434121,21.3464809035017
06/04/23 12:20:00.000,29821.2,18.55,34115.6798970359,21.3993229718859
06/04/23 12:30:00.000,29823.6,18.51,34148.2332679786,21.4218727683681
06/04/23 12:40:00.000,29814,18.44,34189.5373338186,21.4504884150525
06/04/23 12:50:00.000,29809.2,18.47,34161.6366533369,21.4311581777197
06/04/23 13:00:00.000,29802.1,18.48,34146.0596888123,21.4203670335463
06/04/23 13:10:00.000,29816.4,18.48,34162.3973545445,21.4316851805504
06/04/23 13:20:00.000,29809.2,18.51,34131.7918988438,21.4104834265597
06/04/23 13:30:00.000,29830.8,18.54,34134.0830131297,21.4120704930311
06/04/23 13:40:00.000,29837.9,18.49,34179.49137038,21.4435280907663
06/04/23 13:50:00.000,29845.1,18.55,34142.9446633979,21.4182091399049
06/04/23 14:00:00.000,29842.7,18.68,34043.5443386682,21.3493649612161
06/04/23 14:10:00.000,29845.1,18.68,34046.2746474716,21.3512555940636
06/04/23 14:20:00.000,29861.9,18.72,34035.7173900085,21.3439452176583
06/04/23 14:30:00.000,29861.9,18.79,33983.8992119889,21.3080681838134
06/04/23 14:40:00.000,29840.3,18.75,33988.957335436,21.3115699177613
06/04/23 14:50:00.000,29866.7,18.81,33974.5636339835,21.3016053585805
06/04/23 15:00:00.000,29881.1,18.87,33946.5932243024,21.2822434767488
06/04/23 15:10:00.000,29871.5,18.93,33891.5188950315,21.2441258668758
06/04/23 15:20:00.000,29830.8,18.86,33896.9669487986,21.247896155608
06/04/23 15:30:00.000,29885.9,18.97,33878.3884604312,21.2350393771185
06/04/23 15:40:00.000,29871.5,19.03,33818.0694193226,21.1933037003435
06/04/23 15:50:00.000,29828.4,19.01,33784.0487464183,21.1697687291061
06/04/23 16:00:00.000,29840.3,19.06,33760.8774103507,21.153741001519
06/04/23 16:10:00.000,29873.9,19.13,33747.5887823011,21.144549865309
06/04/23 16:20:00.000,29922,19.13,33801.7883455289,21.182040305975
06/04/23 16:30:00.000,29895.5,19.16,33750.0066633616,21.1462221665084
06/04/23 16:40:00.000,29876.3,19.13,33750.2931350445,21.1464203026164
06/04/23 16:50:00.000,29840.3,19.11,33724.3287702017,21.128463160712
06/04/23 17:00:00.000,29881.1,19.13,33755.7018378104,21.1501612363502
06/04/23 17:10:00.000,29924.4,19.16,33782.5507669103,21.1687325241618
06/04/23 17:20:00.000,29943.6,19.33,33680.2033249632,21.0979499855233
06/04/23 17:30:00.000,29943.6,19.29,33709.3041767366,21.1180728998754
06/04/23 17:40:00.000,29895.5,19.19,33728.1090776782,21.1310775320136
06/04/23 17:50:00.000,29866.7,19.18,33702.9877293581,21.1137049468021
06/04/23 18:00:00.000,29859.5,19.24,33651.1945462444,21.0778930837596
06/04/23 18:10:00.000,29878.7,19.24,33672.7791448553,21.0928166250185
06/04/23 18:20:00.000,29878.7,19.24,33672.7791448553,21.0928166250185
06/04/23 18:30:00.000,29900.3,19.24,33697.0617504707,21.1096071116124
06/04/23 18:40:00.000,29859.5,19.21,33673.0270920175,21.0929880626415
06/04/23 18:50:00.000,29845.1,19.19,33671.3896309319,21.0918558792801
06/04/23 19:00:00.000,29804.4,19.16,33647.4186856381,21.0752825957702
06/04/23 19:10:00.000,29806.8,19.13,33671.9792194492,21.0922635353202
06/04/23 19:20:00.000,29888.3,19.21,33705.4244933195,21.115390005973
06/04/23 19:30:00.000,29873.9,19.23,33674.6613160703,21.0941180152727
06/04/23 19:40:00.000,29866.7,19.19,33695.6980136384,21.108664096636
06/04/23 19:50:00.000,29782.9,19.06,33696.1018435126,21.108943341777
06/04/23 20:00:00.000,29747.2,18.89,33780.1947479725,21.1671027958797
06/04/23 20:10:00.000,29675.9,18.69,33846.4090940985,21.2129111007151
06/04/23 20:20:00.000,29718.6,18.69,33894.9765809574,21.2465187254633
06/04/23 20:30:00.000,29723.4,18.71,33885.6684672783,21.2400772097056
06/04/23 20:40:00.000,29773.4,18.72,33935.1225037802,21.2743037581946
06/04/23 20:50:00.000,29780.6,18.72,33943.3065446257,21.2799684897827
06/04/23 21:00:00.000,29771,18.75,33910.2365237653,21.257079619886
06/04/23 21:10:00.000,29828.4,18.79,33945.8777065175,21.28174820426
06/04/23 21:20:00.000,29821.2,18.79,33937.7058955454,21.2760918793592
06/04/23 21:30:00.000,29814,18.75,33959.0821452697,21.2908883808874
06/04/23 21:40:00.000,29818.8,18.48,34165.1393368114,21.4335847996328
06/04/23 21:50:00.000,29826,18.44,34203.2589515655,21.459995859882
06/04/23 22:00:00.000,29811.6,18.38,34231.6939140648,21.479699556657
06/04/23 22:10:00.000,29804.4,18.35,34245.9322747717,21.4895667137555
06/04/23 22:20:00.000,29814,18.3,34294.4668668577,21.5232053077678
06/04/23 22:30:00.000,29806.8,18.28,34301.2392619309,21.5278996705521
06/04/23 22:40:00.000,29809.2,18.26,34319.0351642529,21.5402357072917
06/04/23 22:50:00.000,29816.4,18.24,34342.356551762,21.5564033099235
