Date Time,CONDUCTIVITY (?S/cm)  #21742582,Temp (°C)  #21742582,Specific Conductance (?S/cm),Salinity (ppt),Coupler Detached,Coupler Attached,Stopped,End Of File
06/22/23 23:10:00.000,42555.4,19.86,47283.40033,30.75197894,,,,
06/22/23 23:20:00.000,42428.6,19.82,47182.96085,30.67892967,,,,
06/22/23 23:30:00.000,42555.4,19.82,47323.59999,30.78122322,,,,
06/22/23 23:40:00.000,42428.6,19.79,47213.06053,30.70081834,,,,
06/22/23 23:50:00.000,42428.6,19.75,47253.24315,30.73004302,,,,
06/23/23 00:00:00.000,42428.6,19.71,47293.48271,30.75931324,,,,
06/23/23 00:10:00.000,42555.4,19.74,47404.17013,30.8398485,,,,
06/23/23 00:20:00.000,42560.4,19.74,47409.72501,30.84389101,,,,
06/23/23 00:30:00.000,42555.4,19.77,47373.9296,30.81784263,,,,
06/23/23 00:40:00.000,42560.4,19.87,47278.89924,30.74870475,,,,
06/23/23 00:50:00.000,42565.5,20.24,46915.42706,30.48447917,,,,
06/23/23 01:00:00.000,42570.6,20.41,46753.02436,30.36652998,,,,
06/23/23 01:10:00.000,42570.6,20.49,46674.30721,30.3093839,,,,
06/23/23 01:20:00.000,42443.8,20.43,46594.44319,30.25142144,,,,
06/23/23 01:30:00.000,42570.6,20.35,46812.20754,30.40950549,,,,
06/23/23 01:40:00.000,42448.9,20.55,46482.44678,30.17016594,,,,
06/23/23 01:50:00.000,42327.7,20.62,46281.85284,30.02471162,,,,
06/23/23 02:00:00.000,42327.7,20.67,46233.2611,29.98949237,,,,
06/23/23 02:10:00.000,42453.9,20.7,46341.60916,30.06803123,,,,
06/23/23 02:20:00.000,42453.9,20.72,46322.16044,30.05393111,,,,
06/23/23 02:30:00.000,42332.7,20.75,46161.13175,29.93722426,,,,
06/23/23 02:40:00.000,42332.7,20.8,46112.75511,29.90217589,,,,
06/23/23 02:50:00.000,42332.7,20.85,46064.463,29.86719474,,,,
06/23/23 03:00:00.000,42332.7,20.87,46045.16978,29.85322107,,,,
06/23/23 03:10:00.000,42337.8,20.93,45992.90007,29.81536802,,,,
06/23/23 03:20:00.000,42212,20.97,45818.1561,29.68887159,,,,
06/23/23 03:30:00.000,41967.3,20.98,45543.55192,29.49024521,,,,
06/23/23 03:40:00.000,41967.3,20.98,45543.55192,29.49024521,,,,
06/23/23 03:50:00.000,41848.2,20.97,45424.05984,29.40387484,,,,
06/23/23 04:00:00.000,41972.3,20.93,45596.6423,29.52863138,,,,
06/23/23 04:10:00.000,41972.3,20.92,45606.18731,29.53553352,,,,
06/23/23 04:20:00.000,41853.2,20.89,45505.61232,29.46281802,,,,
06/23/23 04:30:00.000,41848.2,20.85,45538.3305,29.48647033,,,,
06/23/23 04:40:00.000,41729.7,20.8,45457.26826,29.42787462,,,,
06/23/23 04:50:00.000,41729.7,20.73,45524.08045,29.47616848,,,,
06/23/23 05:00:00.000,41601.8,20.65,45461.17443,29.4306978,,,,
06/23/23 05:10:00.000,41601.8,20.6,45508.98908,29.46525898,,,,
06/23/23 05:20:00.000,41479.5,20.46,45509.43793,29.46558345,,,,
06/23/23 05:30:00.000,42096.9,20.86,45798.80707,29.67486973,,,,
06/23/23 05:40:00.000,42101.9,21.05,45622.52575,29.54734862,,,,
06/23/23 05:50:00.000,41977.2,20.94,45592.41195,29.52557242,,,,
06/23/23 06:00:00.000,41977.2,21.07,45468.65877,29.43610721,,,,
06/23/23 06:10:00.000,41977.2,21.03,45506.67689,29.46358756,,,,
06/23/23 06:20:00.000,42101.9,21.09,45584.42435,29.51979674,,,,
06/23/23 06:30:00.000,41977.2,21.07,45468.65877,29.43610721,,,,
06/23/23 06:40:00.000,42101.9,21.09,45584.42435,29.51979674,,,,
06/23/23 06:50:00.000,41987.2,21.09,45460.47594,29.43019297,,,,
06/23/23 07:00:00.000,41853.2,20.8,45591.52021,29.52492761,,,,
06/23/23 07:10:00.000,41250.9,20.54,45182.98172,29.22973233,,,,
06/23/23 07:20:00.000,41863.1,21.05,45364.25974,29.36066437,,,,
06/23/23 07:30:00.000,42106.9,21.03,45647.00613,29.56505285,,,,
06/23/23 07:40:00.000,42227.1,21.04,45767.49123,29.65221016,,,,
06/23/23 07:50:00.000,41992.2,21.02,45532.42236,29.48219908,,,,
06/23/23 08:00:00.000,41863.1,20.98,45430.69661,29.40867102,,,,
06/23/23 08:10:00.000,41863.1,20.97,45440.20085,29.41553962,,,,
06/23/23 08:20:00.000,41987.2,20.94,45603.25139,29.53341048,,,,
06/23/23 08:30:00.000,42111.9,20.88,45795.90404,29.67276904,,,,
06/23/23 08:40:00.000,42106.9,20.8,45867.30392,29.72444157,,,,
06/23/23 08:50:00.000,42232.1,20.77,46032.34919,29.84393592,,,,
06/23/23 09:00:00.000,42232.1,20.76,46042.00553,29.85092936,,,,
06/23/23 09:10:00.000,42111.9,20.73,45940.1464,29.7771716,,,,
06/23/23 09:20:00.000,41868,20.62,45780.29771,29.6614764,,,,
06/23/23 09:30:00.000,41987.2,20.61,45920.00472,29.76258986,,,,
06/23/23 09:40:00.000,41987.2,20.57,45958.64841,29.79056721,,,,
06/23/23 09:50:00.000,42111.9,20.56,46104.53945,29.89622433,,,,
06/23/23 10:00:00.000,42232.1,20.55,46245.57183,29.99841461,,,,
06/23/23 10:10:00.000,42232.1,20.4,46391.89694,30.10449383,,,,
06/23/23 10:20:00.000,42227.1,20.13,46651.72397,30.29299213,,,,
06/23/23 10:30:00.000,42347.8,19.97,46943.59865,30.50494639,,,,
06/23/23 10:40:00.000,42347.8,19.82,47093.34148,30.6137716,,,,
06/23/23 10:50:00.000,42464.1,19.79,47252.45966,30.72947315,,,,
06/23/23 11:00:00.000,42469.1,19.77,47278.11166,30.74813186,,,,
06/23/23 11:10:00.000,42469.1,19.75,47298.22873,30.76276576,,,,
06/23/23 11:20:00.000,42596,19.74,47449.27567,30.8726759,,,,
06/23/23 11:30:00.000,42596,19.69,47499.79476,30.90944941,,,,
06/23/23 11:40:00.000,42469.1,19.66,47388.93201,30.82875951,,,,
06/23/23 11:50:00.000,42596,19.69,47499.79476,30.90944941,,,,
06/23/23 12:00:00.000,42723.5,19.71,47621.31272,30.99793062,,,,
06/23/23 12:10:00.000,42601.1,19.77,47424.66954,30.85476714,,,,
06/23/23 12:20:00.000,42856.7,19.9,47576.88343,30.96557582,,,,
06/23/23 12:30:00.000,42990.6,20.23,47392.85182,30.83161196,,,,
06/23/23 12:40:00.000,42995.8,20.34,47288.64809,30.75579632,,,,
06/23/23 12:50:00.000,43130.3,20.45,47326.39839,30.78325914,,,,
06/23/23 13:00:00.000,43135.5,20.57,47212.74393,30.7005881,,,,
06/23/23 13:10:00.000,43265.5,20.72,47205.79984,30.69553811,,,,
06/23/23 13:20:00.000,43401.3,20.87,47205.06144,30.69500113,,,,
06/23/23 13:30:00.000,43669.6,21.12,47248.86835,30.72686104,,,,
06/23/23 13:40:00.000,43674.9,21.39,46989.77416,30.5384982,,,,
06/23/23 13:50:00.000,43818,21.66,46880.27521,30.4589435,,,,
06/23/23 14:00:00.000,43956.6,22.09,46612.93849,30.26484321,,,,
06/23/23 14:10:00.000,44101.1,22.41,46459.82584,30.15375793,,,,
06/23/23 14:20:00.000,44241,22.63,46397.85798,30.10881649,,,,
06/23/23 14:30:00.000,44106.5,22.62,46266.40935,30.01351753,,,,
06/23/23 14:40:00.000,44392.4,23.04,46169.54152,29.94331767,,,,
06/23/23 14:50:00.000,44397.8,23.25,45979.03927,29.80533139,,,,
06/23/23 15:00:00.000,44397.8,23.41,45830.55692,29.69784591,,,,
06/23/23 15:10:00.000,44403.2,23.59,45670.0254,29.5817018,,,,
06/23/23 15:20:00.000,44408.7,23.73,45547.17133,29.49286194,,,,
06/23/23 15:30:00.000,44414.1,23.91,45388.35486,29.37807396,,,,
06/23/23 15:40:00.000,44284.2,24.11,45074.74681,29.15159761,,,,
06/23/23 15:50:00.000,44149.4,24.12,44928.61102,29.04615012,,,,
06/23/23 16:00:00.000,44149.4,24.24,44820.99486,28.96853249,,,,
06/23/23 16:10:00.000,44289.6,24.35,44864.70428,29.0000541,,,,
06/23/23 16:20:00.000,44154.8,24.39,44692.54827,28.87593009,,,,
06/23/23 16:30:00.000,44026.1,24.39,44562.31857,28.7820856,,,,
06/23/23 16:40:00.000,43897.9,24.42,44406.04182,28.66952916,,,,
06/23/23 16:50:00.000,43897.9,24.42,44406.04182,28.66952916,,,,
06/23/23 17:00:00.000,43897.9,24.42,44406.04182,28.66952916,,,,
06/23/23 17:10:00.000,43897.9,24.49,44344.1891,28.6249979,,,,
06/23/23 17:20:00.000,44036.8,24.54,44440.23952,28.69415425,,,,
06/23/23 17:30:00.000,44036.8,24.58,44404.91066,28.66871469,,,,
06/23/23 17:40:00.000,44171,24.64,44487.14365,28.7279339,,,,
06/23/23 17:50:00.000,43897.9,24.06,44726.45082,28.90036769,,,,
06/23/23 18:00:00.000,44031.4,24.11,44817.54299,28.96604334,,,,
06/23/23 18:10:00.000,43765,23.86,44770.26386,28.93195336,,,,
06/23/23 18:20:00.000,43759.6,23.86,44764.74284,28.92797287,,,,
06/23/23 18:30:00.000,43759.6,23.86,44764.74284,28.92797287,,,,
06/23/23 18:40:00.000,43765,23.86,44770.26386,28.93195336,,,,
06/23/23 18:50:00.000,43759.6,23.85,44773.7316,28.93445353,,,,
06/23/23 19:00:00.000,43765,23.84,44788.24659,28.94491888,,,,
06/23/23 19:10:00.000,43765,23.76,44860.29917,28.99687708,,,,
06/23/23 19:20:00.000,44031.4,23.73,45160.43417,29.21345279,,,,
06/23/23 19:30:00.000,43892.5,23.79,44963.79296,29.0715314,,,,
06/23/23 19:40:00.000,43892.5,23.78,44972.8297,29.07805128,,,,
06/23/23 19:50:00.000,43897.9,23.74,45014.54123,29.1081483,,,,
06/23/23 20:00:00.000,43892.5,23.66,45081.5093,29.15647857,,,,
06/23/23 20:10:00.000,43892.5,23.64,45099.66551,29.16958374,,,,
06/23/23 20:20:00.000,44154.8,23.5,45497.18363,29.45672527,,,,
06/23/23 20:30:00.000,44020.7,23.43,45423.23512,29.40327885,,,,
06/23/23 20:40:00.000,44154.8,23.28,45699.84468,29.60327096,,,,
06/23/23 20:50:00.000,44289.6,23.21,45904.23921,29.751177,,,,
06/23/23 21:00:00.000,44154.8,23.16,45811.02727,29.68371273,,,,
06/23/23 21:10:00.000,44020.7,23.07,45755.45897,29.64350451,,,,
06/23/23 21:20:00.000,43881.9,22.79,45871.74909,29.727659,,,,
06/23/23 21:30:00.000,43743.7,22.51,45989.56024,29.8129496,,,,
06/23/23 21:40:00.000,43871.2,22.48,46151.75693,29.93043183,,,,
06/23/23 21:50:00.000,43876.6,22.53,46110.25094,29.9003618,,,,
06/23/23 22:00:00.000,44004.7,22.49,46282.5538,30.02521971,,,,
06/23/23 22:10:00.000,44010,22.42,46354.48213,30.07736453,,,,
06/23/23 22:20:00.000,44004.7,22.24,46520.26297,30.1975987,,,,
06/23/23 22:30:00.000,43733.1,21.92,46538.944,30.21115172,,,,
06/23/23 22:40:00.000,43855.3,21.61,46968.7081,30.52319061,,,,
06/23/23 22:50:00.000,43717.3,21.33,47093.99944,30.61424989,,,,
06/23/23 23:00:00.000,43712,21.19,47225.70236,30.71001226,,,,
06/23/23 23:10:00.000,43579.9,21.03,47240.64301,30.72087854,,,,
06/23/23 23:20:00.000,43574.6,20.91,47353.5139,30.80298756,,,,
06/23/23 23:30:00.000,43448.5,20.78,47345.4453,30.7971169,,,,
06/23/23 23:40:00.000,43443.2,20.71,47409.20957,30.8435159,,,,
06/23/23 23:50:00.000,43448.5,20.64,47484.68715,30.8984517,,,,
06/24/23 00:00:00.000,43443.2,20.59,47528.7964,30.93056303,,,,
06/24/23 00:10:00.000,43438,20.54,47573.09055,30.96281396,,,,
06/24/23 00:20:00.000,43443.2,20.54,47578.77279,30.96695161,,,,
06/24/23 00:30:00.000,43569.4,20.52,47736.74744,31.08201734,,,,
06/24/23 00:40:00.000,43443.2,20.49,47628.83687,31.00341043,,,,
06/24/23 00:50:00.000,43438,20.51,47603.11497,30.98467784,,,,
06/24/23 01:00:00.000,43438,20.51,47603.11497,30.98467784,,,,
06/24/23 01:10:00.000,43438,20.46,47653.22591,31.02117391,,,,
06/24/23 01:20:00.000,43438,20.48,47633.17099,31.00656703,,,,
06/24/23 01:30:00.000,43569.4,20.57,47686.59476,31.04548018,,,,
06/24/23 01:40:00.000,43574.6,20.87,47393.1593,30.83183571,,,,
06/24/23 01:50:00.000,43712,21.09,47324.25709,30.78170128,,,,
06/24/23 02:00:00.000,43590.4,21.29,46996.63045,30.54348055,,,,
06/24/23 02:10:00.000,43590.4,21.4,46889.28165,30.46548583,,,,
06/24/23 02:20:00.000,43722.5,21.47,46962.82368,30.51891492,,,,
06/24/23 02:30:00.000,43595.7,21.63,46671.80929,30.30757075,,,,
06/24/23 02:40:00.000,43727.8,21.71,46735.56005,30.35385009,,,,
06/24/23 02:50:00.000,43601,21.77,46542.4872,30.2137224,,,,
06/24/23 03:00:00.000,43474.7,21.93,46254.84145,30.00513304,,,,
06/24/23 03:10:00.000,43474.7,22.05,46140.61499,29.92235935,,,,
06/24/23 03:20:00.000,43223.8,22.2,45733.39228,29.62753966,,,,
06/24/23 03:30:00.000,43223.8,22.3,45639.58236,29.55968381,,,,
06/24/23 03:40:00.000,43099.2,22.35,45461.53878,29.43096114,,,,
06/24/23 03:50:00.000,43099.2,22.37,45442.90009,29.41749037,,,,
06/24/23 04:00:00.000,43099.2,22.42,45396.35936,29.38385783,,,,
06/24/23 04:10:00.000,43099.2,22.48,45340.61584,29.34358224,,,,
06/24/23 04:20:00.000,42975.1,22.54,45154.74873,29.20934805,,,,
06/24/23 04:30:00.000,42975.1,22.54,45154.74873,29.20934805,,,,
06/24/23 04:40:00.000,42980.3,22.56,45141.73817,29.19995508,,,,
06/24/23 04:50:00.000,42980.3,22.57,45132.50903,29.19329238,,,,
06/24/23 05:00:00.000,42975.1,22.56,45136.28313,29.19601695,,,,
06/24/23 05:10:00.000,42975.1,22.53,45163.98628,29.21601735,,,,
06/24/23 05:20:00.000,42980.3,22.51,45187.93136,29.2333062,,,,
06/24/23 05:30:00.000,42985.4,22.52,45184.04079,29.23049703,,,,
06/24/23 05:40:00.000,42851.6,22.45,45108.15864,29.17571438,,,,
06/24/23 05:50:00.000,42851.6,22.47,45089.68779,29.16238171,,,,
06/24/23 06:00:00.000,42723.5,22.36,45056.51301,29.13843761,,,,
06/24/23 06:10:00.000,42601.1,22.29,44992.17294,29.09200786,,,,
06/24/23 06:20:00.000,42856.7,22.51,45058.13961,29.13961155,,,,
06/24/23 06:30:00.000,42728.6,22.36,45061.88461,29.1423144,,,,
06/24/23 06:40:00.000,42851.6,22.38,45172.90659,29.22245783,,,,
06/24/23 06:50:00.000,42474.2,22.21,44932.10664,29.04867182,,,,
06/24/23 07:00:00.000,42851.6,22.53,45034.35125,29.12244381,,,,
06/24/23 07:10:00.000,42856.7,22.56,45012.07581,29.10636924,,,,
06/24/23 07:20:00.000,42861.9,22.61,44971.54055,29.07712116,,,,
06/24/23 07:30:00.000,42861.9,22.62,44962.35194,29.07049174,,,,
06/24/23 07:40:00.000,42861.9,22.61,44971.54055,29.07712116,,,,
06/24/23 07:50:00.000,42861.9,22.62,44962.35194,29.07049174,,,,
06/24/23 08:00:00.000,42990.6,22.47,45235.7676,29.26784937,,,,
06/24/23 08:10:00.000,42990.6,22.51,45198.74732,29.24111603,,,,
06/24/23 08:20:00.000,42867,22.57,45013.67559,29.10752365,,,,
06/24/23 08:30:00.000,42990.6,22.52,45189.50018,29.23443897,,,,
06/24/23 08:40:00.000,42867,22.52,45059.73437,29.14076253,,,,
06/24/23 08:50:00.000,42990.6,22.43,45272.83873,29.29462297,,,,
06/24/23 09:00:00.000,43119.9,22.41,45427.44137,29.40631855,,,,
06/24/23 09:10:00.000,43114.7,22.26,45561.92949,29.503532,,,,
06/24/23 09:20:00.000,43114.7,22.19,45627.49137,29.55093964,,,,
06/24/23 09:30:00.000,43114.7,22.04,45768.51434,29.65295042,,,,
06/24/23 09:40:00.000,43109.5,21.98,45819.60927,29.68992321,,,,
06/24/23 09:50:00.000,43239.4,21.97,45966.94422,29.79657373,,,,
06/24/23 10:00:00.000,43109.5,21.9,45895.2678,29.74468277,,,,
06/24/23 10:10:00.000,42980.3,21.82,45833.57426,29.70002958,,,,
06/24/23 10:20:00.000,43109.5,21.78,46009.14828,29.82713401,,,,
06/24/23 10:30:00.000,43104.4,21.76,46022.73772,29.8369752,,,,
06/24/23 10:40:00.000,43234.2,21.71,46208.86105,29.97180953,,,,
06/24/23 10:50:00.000,43234.2,21.62,46295.03183,30.03426478,,,,
06/24/23 11:00:00.000,43229,21.52,46385.52265,30.09987161,,,,
06/24/23 11:10:00.000,43223.8,21.17,46718.72423,30.34162726,,,,
06/24/23 11:20:00.000,43088.8,20.91,46826.65687,30.41999915,,,,
06/24/23 11:30:00.000,43088.8,20.73,47003.55898,30.54851551,,,,
06/24/23 11:40:00.000,43083.6,20.54,47185.81929,30.68100824,,,,
06/24/23 11:50:00.000,43083.6,20.45,47275.27208,30.74606633,,,,
06/24/23 12:00:00.000,43213.4,20.45,47417.37435,30.84945788,,,,
06/24/23 12:10:00.000,43083.6,20.49,47235.48041,30.71712373,,,,
06/24/23 12:20:00.000,43213.4,20.48,47387.43793,30.82767229,,,,
06/24/23 12:30:00.000,43213.4,20.48,47387.43793,30.82767229,,,,
06/24/23 12:40:00.000,43213.4,20.46,47407.39204,30.84219321,,,,
06/24/23 12:50:00.000,43213.4,20.46,47407.39204,30.84219321,,,,
06/24/23 13:00:00.000,43349,20.55,47465.8553,30.88474372,,,,
06/24/23 13:10:00.000,43349,20.66,47356.29264,30.80500939,,,,
06/24/23 13:20:00.000,43218.6,20.62,47253.82341,30.73046507,,,,
06/24/23 13:30:00.000,43485.2,21.01,47157.8851,30.66069619,,,,
06/24/23 13:40:00.000,43616.8,21.23,47083.80249,30.60683745,,,,
06/24/23 13:50:00.000,43359.4,20.94,47090.57329,30.6117593,,,,
06/24/23 14:00:00.000,43490.5,20.92,47252.42326,30.72944668,,,,
06/24/23 14:10:00.000,43622.1,21.23,47089.51303,30.61098857,,,,
06/24/23 14:20:00.000,43622.1,21.2,47118.94336,30.63238344,,,,
06/24/23 14:30:00.000,43627.4,21.35,46977.79486,30.52979334,,,,
06/24/23 14:40:00.000,43765,21.5,46979.14475,30.53077423,,,,
06/24/23 14:50:00.000,43897.9,21.52,47102.01684,30.62007814,,,,
06/24/23 15:00:00.000,43908.5,22.03,46619.53378,30.26962953,,,,
06/24/23 15:10:00.000,43913.9,22.31,46357.77218,30.07974998,,,,
06/24/23 15:20:00.000,44042.1,22.03,46761.17442,30.37244757,,,,
06/24/23 15:30:00.000,43919.2,22.37,46306.36879,30.04248304,,,,
06/24/23 15:40:00.000,44068.9,23.13,45749.7985,29.63940914,,,,
06/24/23 15:50:00.000,44074.3,23.29,45607.36885,29.53638792,,,,
06/24/23 16:00:00.000,44197.9,22.85,46145.31293,29.92576303,,,,
06/24/23 16:10:00.000,44203.3,23.07,45945.07651,29.78074095,,,,
06/24/23 16:20:00.000,44090.4,23.82,45139.19427,29.19811857,,,,
06/24/23 16:30:00.000,44090.4,23.92,45048.68992,29.13279167,,,,
06/24/23 16:40:00.000,43961.9,23.9,44935.48984,29.05111245,,,,
06/24/23 16:50:00.000,44095.7,24,44981.91005,29.08460284,,,,
06/24/23 17:00:00.000,44101.1,23.98,45005.4479,29.1015866,,,,
06/24/23 17:10:00.000,43967.2,23.98,44868.86866,29.00305755,,,,
06/24/23 17:20:00.000,43972.6,24.06,44802.52658,28.95521533,,,,
06/24/23 17:30:00.000,43972.6,24.1,44766.67412,28.92936526,,,,
06/24/23 17:40:00.000,43972.6,24.16,44712.98595,28.8906616,,,,
06/24/23 17:50:00.000,43844.6,24.19,44556.15541,28.77764546,,,,
06/24/23 18:00:00.000,43844.6,24.19,44556.15541,28.77764546,,,,
06/24/23 18:10:00.000,43844.6,24.22,44529.45507,28.75841083,,,,
06/24/23 18:20:00.000,43844.6,24.23,44520.56095,28.752004,,,,
06/24/23 18:30:00.000,43849.9,24.21,44543.73403,28.768697,,,,
06/24/23 18:40:00.000,43844.6,24.21,44538.35219,28.76482001,,,,
06/24/23 18:50:00.000,43717.3,24.17,44444.60395,28.69729721,,,,
06/24/23 19:00:00.000,43849.9,24.14,44606.10515,28.81363365,,,,
06/24/23 19:10:00.000,43849.9,24.03,44704.41457,28.8844832,,,,
06/24/23 19:20:00.000,43844.6,24.01,44716.92531,28.89350123,,,,
06/24/23 19:30:00.000,43844.6,23.97,44752.78465,28.91935166,,,,
06/24/23 19:40:00.000,43844.6,23.95,44770.73247,28.93229121,,,,
06/24/23 19:50:00.000,43844.6,23.86,44851.64782,28.99063775,,,,
06/24/23 20:00:00.000,43844.6,23.86,44851.64782,28.99063775,,,,
06/24/23 20:10:00.000,43977.9,23.85,44996.9675,29.0954674,,,,
06/24/23 20:20:00.000,43844.6,23.85,44860.6536,28.9971327,,,,
06/24/23 20:30:00.000,43972.6,23.8,45036.75059,29.12417532,,,,
06/24/23 20:40:00.000,43844.6,23.78,44923.7794,29.0426647,,,,
06/24/23 20:50:00.000,43844.6,23.68,45014.21874,29.10791558,,,,
06/24/23 21:00:00.000,43839.3,23.49,45181.44117,29.22862,,,,
06/24/23 21:10:00.000,43967.2,23.37,45423.09582,29.40317818,,,,
06/24/23 21:20:00.000,43834,23.23,45414.03789,29.39663252,,,,
06/24/23 21:30:00.000,43961.9,23.1,45666.59423,29.57922008,,,,
06/24/23 21:40:00.000,43961.9,23.04,45722.23221,29.61946602,,,,
06/24/23 21:50:00.000,44090.4,22.99,45902.33448,29.74979818,,,,
06/24/23 22:00:00.000,43828.7,22.81,45797.53413,29.67394861,,,,
06/24/23 22:10:00.000,43823.4,22.63,45960.40409,29.79183838,,,,
06/24/23 22:20:00.000,43690.8,22.43,46009.27841,29.82722825,,,,
06/24/23 22:30:00.000,43818,22.47,46105.29378,29.89677077,,,,
06/24/23 22:40:00.000,43951.2,22.48,46235.81163,29.99134084,,,,
06/24/23 22:50:00.000,44085,22.47,46385.88187,30.10013209,,,,
06/24/23 23:00:00.000,43951.2,22.42,46292.62807,30.03252231,,,,
06/24/23 23:10:00.000,43951.2,22.32,46387.58255,30.1013653,,,,
06/24/23 23:20:00.000,43812.7,22.09,46460.56088,30.15429106,,,,
06/24/23 23:30:00.000,43807.4,21.82,46714.18633,30.33833286,,,,
06/24/23 23:40:00.000,43935.2,21.6,47063.88209,30.59235753,,,,
06/24/23 23:50:00.000,43802.1,21.47,47048.1728,30.58093933,,,,
06/25/23 00:00:00.000,43664.3,21.39,46978.3901,30.53022587,,,,
06/25/23 00:10:00.000,43664.3,21.29,47076.15784,30.60128052,,,,
06/25/23 00:20:00.000,43664.3,21.2,47164.4398,30.66546219,,,,
06/25/23 00:30:00.000,43664.3,21.14,47223.44819,30.70837286,,,,
06/25/23 00:40:00.000,43659.1,21.08,47276.9601,30.7472942,,,,
06/25/23 00:50:00.000,43532.5,21.04,47179.51116,30.67642118,,,,
06/25/23 01:00:00.000,43659.1,20.99,47365.87958,30.81198507,,,,
06/25/23 01:10:00.000,43659.1,20.97,47385.67738,30.82639115,,,,
06/25/23 01:20:00.000,43659.1,20.98,47375.77675,30.81918673,,,,
06/25/23 01:30:00.000,43527.2,20.93,47282.32762,30.75119862,,,,
06/25/23 01:40:00.000,43527.2,20.92,47292.21639,30.75839205,,,,
06/25/23 01:50:00.000,43532.5,20.97,47248.54785,30.72662793,,,,
06/25/23 02:00:00.000,43659.1,20.97,47385.67738,30.82639115,,,,
06/25/23 02:10:00.000,43659.1,21.02,47336.20875,30.79039664,,,,
06/25/23 02:20:00.000,43791.5,21.1,47400.27004,30.8370103,,,,
06/25/23 02:30:00.000,43802.1,21.44,47077.47595,30.60223864,,,,
06/25/23 02:40:00.000,43674.9,21.62,46766.13889,30.37605225,,,,
06/25/23 02:50:00.000,43674.9,21.4,46980.01374,30.53140568,,,,
06/25/23 03:00:00.000,43669.6,21.36,47013.38026,30.55565285,,,,
06/25/23 03:10:00.000,43812.7,21.9,46642.75693,30.28648388,,,,
06/25/23 03:20:00.000,43812.7,21.98,46565.89729,30.2307078,,,,
06/25/23 03:30:00.000,43553.6,21.67,46588.2204,30.24690584,,,,
06/25/23 03:40:00.000,43685.5,21.9,46507.54743,30.18837414,,,,
06/25/23 03:50:00.000,43564.1,22.17,46121.37665,29.90842167,,,,
06/25/23 04:00:00.000,43564.1,22.31,45988.99043,29.81253699,,,,
06/25/23 04:10:00.000,43438,22.4,45771.51568,29.65512204,,,,
06/25/23 04:20:00.000,43438,22.46,45715.30686,29.61445611,,,,
06/25/23 04:30:00.000,43443.2,22.46,45720.77269,29.61841017,,,,
06/25/23 04:40:00.000,43443.2,22.48,45702.05994,29.60487341,,,,
06/25/23 04:50:00.000,43443.2,22.51,45674.01487,29.58458737,,,,
06/25/23 05:00:00.000,43443.2,22.53,45655.33418,29.57107605,,,,
06/25/23 05:10:00.000,43453.7,22.57,45629.0238,29.55204787,,,,
06/25/23 05:20:00.000,43322.8,22.59,45473.14123,29.43934704,,,,
06/25/23 05:30:00.000,43448.5,22.61,45586.29367,29.52114839,,,,
06/25/23 05:40:00.000,43448.5,22.61,45586.29367,29.52114839,,,,
06/25/23 05:50:00.000,43322.8,22.59,45473.14123,29.43934704,,,,
06/25/23 06:00:00.000,43322.8,22.61,45454.56198,29.42591868,,,,
06/25/23 06:10:00.000,43192.6,22.61,45318.11372,29.32732637,,,,
06/25/23 06:20:00.000,43322.8,22.61,45454.56198,29.42591868,,,,
06/25/23 06:30:00.000,43322.8,22.59,45473.14123,29.43934704,,,,
06/25/23 06:40:00.000,43073.3,22.59,45211.56298,29.25037016,,,,
06/25/23 06:50:00.000,43073.3,22.57,45230.05065,29.26372078,,,,
06/25/23 07:00:00.000,42820.8,22.62,44919.28747,29.03942438,,,,
06/25/23 07:10:00.000,42820.8,22.63,44910.11059,29.03280466,,,,
06/25/23 07:20:00.000,42698,22.67,44744.89271,28.9136622,,,,
06/25/23 07:30:00.000,42949.3,22.67,45007.94215,29.10338642,,,,
06/25/23 07:40:00.000,42698,22.69,44726.62467,28.90049301,,,,
06/25/23 07:50:00.000,42459,22.64,44521.99203,28.75303486,,,,
06/25/23 08:00:00.000,42708.2,22.69,44737.29736,28.90818671,,,,
06/25/23 08:10:00.000,42831.1,22.74,44820.13861,28.96791504,,,,
06/25/23 08:20:00.000,43078.5,22.78,45041.99142,29.12795746,,,,
06/25/23 08:30:00.000,43078.5,22.73,45087.93988,29.16112007,,,,
06/25/23 08:40:00.000,43208.2,22.68,45269.70249,29.29235777,,,,
06/25/23 08:50:00.000,43203,22.68,45264.26053,29.28842728,,,,
06/25/23 09:00:00.000,43208.2,22.72,45232.76646,29.26568204,,,,
06/25/23 09:10:00.000,43208.2,22.64,45306.68914,29.31907358,,,,
06/25/23 09:20:00.000,43083.6,22.68,45139.30436,29.19819805,,,,
06/25/23 09:30:00.000,43083.6,22.7,45120.88193,29.18489884,,,,
06/25/23 09:40:00.000,43208.2,22.64,45306.68914,29.31907358,,,,
06/25/23 09:50:00.000,43338.5,22.53,45545.43508,29.49160668,,,,
06/25/23 10:00:00.000,43458.9,22.43,45765.37841,29.65068146,,,,
06/25/23 10:10:00.000,43590.4,22.32,46007.28043,29.82578139,,,,
06/25/23 10:20:00.000,43585.2,22.19,46124.72391,29.9108466,,,,
06/25/23 10:30:00.000,43590.4,22.11,46206.14775,29.96984328,,,,
06/25/23 10:40:00.000,43717.3,22.08,46369.0793,30.08794844,,,,
